warning_value,average_value,province_name,station_id
16.28210251843565,14.499817567567566,West-Vlaanderen,1
223.9155381415583,224.5,Antwerpen,105720
25.86306007589216,24.49002614379085,Vlaams-Brabant,25
5.939494439076851,4.6842054794520545,Oost-Vlaanderen,433
24.110177475544475,23.020643356643355,Oost-Vlaanderen,4384
7.932284437214085,6.695173913043478,Oost-Vlaanderen,4747
5.2635717702303175,3.380774647887324,West-Vlaanderen,4387
49.01082619475859,48.148438356164384,Oost-Vlaanderen,4394
38.79585525069433,37.567915492957745,Limburg,4396
27.91985315704496,26.59270138888889,Limburg,4404
21.214421327477375,19.477129496402878,West-Vlaanderen,4408
15.832162400574907,14.04577304964539,West-Vlaanderen,4411
4.8655220875557,3.6004362416107383,Oost-Vlaanderen,377
16.248911664911788,14.46632394366197,West-Vlaanderen,4401
145.52067745196743,144.89149659863946,Luik,416
35.89918012436248,34.76853741496599,Antwerpen,387
26.605545091298193,25.53877397260274,Oost-Vlaanderen,390
76.11482012465899,75.20018791946309,Vlaams-Brabant,340
27.215717820307866,25.88214285714286,Limburg,408
23.974560340770957,22.58429931972789,Vlaams-Brabant,164
13.502694905972369,12.016908450704225,Vlaams-Brabant,4636
1.015397864820155,-0.28480921052631575,Oost-Vlaanderen,235
26.83353290323049,25.46935172413793,Vlaams-Brabant,4471
28.1552510903265,26.80312676056338,Vlaams-Brabant,4481
4.706370972132478,3.4398333333333335,Oost-Vlaanderen,4483
22.951664691745144,21.8515625,Oost-Vlaanderen,4486
9.667336792197693,7.824711267605633,West-Vlaanderen,4487
2.8707889513490463,1.5875069444444445,Oost-Vlaanderen,4491
47.61413486716412,46.46663636363637,Limburg,4498
15.121693020766685,13.328822695035461,West-Vlaanderen,4503
6.122755167434628,4.869137931034483,Oost-Vlaanderen,4505
12.64569878048494,11.451584507042254,Oost-Vlaanderen,4506
16.581916027942594,15.423708333333334,Oost-Vlaanderen,4511
35.72565294513113,34.74207638888889,Oost-Vlaanderen,4512
23.036440964601237,21.315769784172662,West-Vlaanderen,4521
26.823662823368462,25.459391608391606,Vlaams-Brabant,4523
22.972457478895908,21.573055172413792,Vlaams-Brabant,4531
23.206556486415263,21.809289655172414,Vlaams-Brabant,4532
4.018066813305455,2.5966013071895424,Antwerpen,17
22.636825815165995,21.234361842105262,Vlaams-Brabant,65
5.589388071348381,4.330905405405406,Oost-Vlaanderen,40
21.806005111029137,20.42308219178082,Limburg,24
4.938040729632028,3.5249673202614384,Antwerpen,57
2.4646762396481225,0.9053197278911564,Limburg,69
102.04968184170428,101.39875,Limburg,4533
32.576323025582084,31.264528169014085,Vlaams-Brabant,4535
15.424548536759383,14.255783216783216,Oost-Vlaanderen,4540
10.560757436433388,9.347624113475177,Oost-Vlaanderen,4543
6.801218082932339,5.553789855072464,Oost-Vlaanderen,4552
13.305543066330399,11.496105633802818,West-Vlaanderen,4555
5.074118261972483,3.8109352517985613,Oost-Vlaanderen,4556
4.57141455842755,3.3036458333333334,Oost-Vlaanderen,4559
3.57189317217789,1.6736643835616438,West-Vlaanderen,4563
9.083087235165719,7.856474452554744,Oost-Vlaanderen,4566
12.211720951188994,11.013647887323945,Oost-Vlaanderen,4567
21.497830629842042,19.76312408759124,West-Vlaanderen,4574
17.081919615885873,15.628783216783217,Vlaams-Brabant,4582
12.749139761302565,10.934626760563381,West-Vlaanderen,4596
42.65514916715945,41.46241428571429,Limburg,4601
23.964652104296608,22.5743006993007,Vlaams-Brabant,4620
25.928231334631445,24.855281690140846,Oost-Vlaanderen,4622
24.143675779415478,22.75495744680851,Vlaams-Brabant,4623
9.923344252248114,8.083054054054054,West-Vlaanderen,146
8.970668547283312,7.121687943262412,West-Vlaanderen,4639
4.8943552938838035,3.0081901408450706,West-Vlaanderen,4641
31.71281403025594,30.692631944444443,Oost-Vlaanderen,4663
11.461445723139665,10.256528571428571,Oost-Vlaanderen,4666
5.762564900911911,4.505661971830985,Oost-Vlaanderen,4673
8.112054350400864,6.255241379310345,West-Vlaanderen,4676
2.8146971305426396,1.530903448275862,Oost-Vlaanderen,4677
20.469930963074752,19.34719014084507,Oost-Vlaanderen,4687
29.547781054502654,28.50784931506849,Oost-Vlaanderen,4702
16.1776437595957,15.015748251748251,Oost-Vlaanderen,4703
20.368551421670197,18.62354347826087,West-Vlaanderen,4708
32.31173267431569,31.297013986013987,Oost-Vlaanderen,4709
21.668340680185413,20.284161971830986,Limburg,4718
21.084752079044367,19.96761971830986,Oost-Vlaanderen,4721
17.18808820813274,15.735920289855073,Vlaams-Brabant,4731
5.063281860939391,3.8000000000000003,Oost-Vlaanderen,4735
28.63951798611185,27.291811188811188,Vlaams-Brabant,4743
17.115518314116635,15.662688405797102,Vlaams-Brabant,5055
37.744708284656376,36.50717985611511,Limburg,4754
28.028384753347627,26.702223021582732,Limburg,4757
4.378535041215796,3.1090068493150684,Oost-Vlaanderen,4764
40.35586984615274,39.115040816326534,Vlaams-Brabant,12
3.3373885122041558,1.4370205479452056,West-Vlaanderen,4770
4.897111838540594,3.0109718309859153,West-Vlaanderen,4791
24.80886065899558,23.7257,Oost-Vlaanderen,4811
14.530458499146118,13.204888111888112,Antwerpen,4814
8.044679448211525,6.808594202898551,Oost-Vlaanderen,4826
10.676239115177486,8.842816901408451,West-Vlaanderen,4828
9.599114164943328,8.377208633093526,Oost-Vlaanderen,4861
7.279123894278128,6.036055172413794,Oost-Vlaanderen,4862
40.1409911673891,39.19769178082192,Oost-Vlaanderen,4869
33.66973162965585,32.36791095890411,Vlaams-Brabant,4875
5.044772056825813,3.159979020979021,West-Vlaanderen,4896
6.533873241554002,5.011636363636364,Limburg,4933
2.310655884105279,1.0222642857142856,Oost-Vlaanderen,4946
39.39110693293209,38.16859712230216,Limburg,4951
19.026694572906187,17.59129861111111,Vlaams-Brabant,64
113.76091033392785,113.21680952380952,Limburg,78
2.8393134536710303,1.407095238095238,Antwerpen,83
11.271484160180817,9.765344370860927,Vlaams-Brabant,87
41.016603077790094,39.781801324503306,Vlaams-Brabant,16
19.711056589324954,18.281903448275862,Vlaams-Brabant,38
29.41538188441177,28.101872483221477,Limburg,27
23.445289201069414,22.07732,Limburg,61
22.242864624142126,20.836806896551725,Vlaams-Brabant,85
12.958778734640841,11.146178082191781,West-Vlaanderen,37
89.11690595434615,88.348,Limburg,97
23.806170317185686,22.71386301369863,Oost-Vlaanderen,26
82.28585022488707,81.42751079136691,Vlaams-Brabant,4996
12.374758343435738,11.0295234375,Antwerpen,4599
3.373433524147555,1.4733943661971831,West-Vlaanderen,4377
32.011557851313356,30.721731034482758,Limburg,156
7.239445951269101,5.847366197183098,Antwerpen,4386
30.164871832726284,28.831079470198677,Vlaams-Brabant,223
21.769702631313876,20.359328671328672,Vlaams-Brabant,4421
19.854549661925066,18.426705479452053,Vlaams-Brabant,63
18.57536556930322,16.814,West-Vlaanderen,19
2.2082313311100092,0.9189054054054056,Oost-Vlaanderen,52
4.81123209158694,3.5456510067114095,Oost-Vlaanderen,208
5.858014014792433,3.980639455782313,West-Vlaanderen,7
30.116738290964367,28.78250684931507,Vlaams-Brabant,72
21.74491069239885,20.36143046357616,Limburg,51
42.92556671584669,41.73529861111111,Limburg,104
3.402596322573859,2.1241655172413796,Oost-Vlaanderen,3
5.572126047394985,4.313485915492958,Oost-Vlaanderen,4851
21.45527666266617,20.069154362416107,Limburg,183
28.606019179582493,27.258006802721088,Vlaams-Brabant,333
3.176486505799823,1.8959931034482758,Oost-Vlaanderen,60
49.01887479750261,47.884190476190476,Limburg,68
4.360005532946028,2.468965986394558,West-Vlaanderen,92
72.89092105848945,71.974,Limburg,34
89.74564387565374,88.98247333333333,Limburg,153
29.027700724729005,27.36168243243243,West-Vlaanderen,195
19.07159595580032,17.636609589041097,Vlaams-Brabant,137
20.47674653931941,19.08169798657718,Limburg,150
10.712976046851,9.352582191780822,Antwerpen,188
11.686654715192718,10.335142857142857,Antwerpen,110
11.735751913317142,10.233847222222222,Vlaams-Brabant,182
3.1599311926358022,1.2579444444444445,West-Vlaanderen,139
94.31117843858186,93.5896551724138,Limburg,120
42.17798829968466,40.95378082191781,Vlaams-Brabant,198
138.45334367692095,137.75969387755103,Luik,149
2.612230090734145,1.1779403973509934,Antwerpen,162
6.851339993941432,5.304879194630873,Vlaams-Brabant,138
19.512598705607687,18.381125,Oost-Vlaanderen,4473
24.76941549924187,23.386405228758168,Vlaams-Brabant,215
19.11706902219192,17.36064492753623,West-Vlaanderen,4499
10.09746555873144,8.731456953642384,Antwerpen,382
7.054811307604778,5.661047297297298,Antwerpen,11
14.903860163328616,13.730345070422535,Oost-Vlaanderen,4527
30.798459629617135,29.769936708860758,Oost-Vlaanderen,4550
36.747391499879654,35.01249333333333,Henegouwen,73
44.52572571146334,43.350054421768704,Limburg,186
2.7953741365891154,1.3627551020408162,Antwerpen,323
27.85249669716906,26.524730496453902,Limburg,4595
21.66725662443345,20.283068027210884,Limburg,79
23.99613801280146,22.606073825503355,Vlaams-Brabant,134
10.871060947452435,9.36126845637584,Vlaams-Brabant,357
20.217916833679418,18.793387323943662,Vlaams-Brabant,4660
2.839660557907796,1.5560945945945945,Oost-Vlaanderen,410
9.252212851241078,7.72765306122449,Vlaams-Brabant,74
7.047691031167453,5.653862068965517,Antwerpen,70
6.845520738769155,5.598496644295302,Oost-Vlaanderen,35
27.537757315729973,26.479489932885905,Oost-Vlaanderen,364
56.20015436726998,55.130978417266185,Limburg,4706
28.77647157705631,27.430014084507043,Vlaams-Brabant,4373
2.924234613366449,1.3419503546099292,Vlaams-Brabant,4960
36.18720712886984,34.935471014492755,Limburg,17276
2.0720746278313635,0.7815066666666667,Oost-Vlaanderen,20208
8.82602844045419,7.297580952380952,Vlaams-Brabant,12865
153.48917966771302,152.9326883116883,Luik,413
28.45150908219359,27.102087248322146,Vlaams-Brabant,2
51.64133341250299,50.53057142857143,Limburg,42
103.5697796388695,102.93271428571428,Limburg,193
45.94331135612238,44.78057142857143,Limburg,202
42.668438240914085,41.44870469798658,Vlaams-Brabant,272
29.69361151789032,28.355520270270272,Vlaams-Brabant,14
2.029300477931565,0.11699999999999999,West-Vlaanderen,268
9.095774512283771,7.720628378378379,Antwerpen,118
30.320222460336606,28.98784722222222,Vlaams-Brabant,125
65.6096908057252,64.59922972972973,Vlaams-Brabant,181
19.995019180903174,18.568456375838924,Vlaams-Brabant,143
6.061922646749133,4.186408163265306,West-Vlaanderen,261
15.253150746070727,14.08282191780822,Oost-Vlaanderen,189
21.505052347292423,20.119384105960265,Limburg,105
11.884122673558691,10.683061224489796,Oost-Vlaanderen,135
24.18297727002924,22.79461744966443,Vlaams-Brabant,127
31.980236669802842,30.690124137931036,Limburg,131
15.711219378084522,14.245579310344826,Vlaams-Brabant,102
6.4948176497395576,5.244594405594405,Oost-Vlaanderen,133
41.48401098324219,40.25347297297297,Vlaams-Brabant,314
27.313619242415122,25.95381746031746,Vlaams-Brabant,241
42.982674315650726,41.79292715231788,Limburg,213
15.90746216573209,14.443612244897958,Vlaams-Brabant,276
58.877244766355794,57.83248951048951,Limburg,303
3.3111545702744385,1.4105472972972972,West-Vlaanderen,117
33.75262614231169,32.45156164383562,Vlaams-Brabant,305
2.2507020172482255,0.9617635135135135,Oost-Vlaanderen,270
6.1484566106929925,4.8950738255033555,Oost-Vlaanderen,257
28.031703399310203,26.678452054794523,Vlaams-Brabant,310
2.963376192076129,1.680938775510204,Oost-Vlaanderen,307
44.58623771403214,43.41111842105263,Limburg,273
36.195139801881815,34.91635616438356,Vlaams-Brabant,332
81.0579646638837,80.21554421768707,Limburg,264
103.7218811198247,103.08620325203252,Limburg,312
13.368278942511937,11.559413793103449,West-Vlaanderen,4492
31.91942166117877,30.60163448275862,Vlaams-Brabant,201
6.196174955244079,4.321885135135135,West-Vlaanderen,295
2.2974368413933175,1.0089246575342465,Oost-Vlaanderen,301
41.74860090384986,40.52047651006712,Vlaams-Brabant,147
27.896247104992348,26.56888,Limburg,159
40.48308852791823,39.24342,Vlaams-Brabant,163
3.8574147717406615,1.9617905405405407,West-Vlaanderen,101
6.029845718337685,4.775380952380952,Oost-Vlaanderen,106
22.20134309553305,20.822026490066225,Limburg,176
70.20030420618826,69.23171917808219,Vlaams-Brabant,154
54.26714688106932,53.18033783783783,Limburg,151
34.054526746312014,32.75621621621622,Vlaams-Brabant,231
7.436379199142163,6.046095890410959,Antwerpen,298
31.41799879331813,30.095637583892618,Vlaams-Brabant,293
42.61069078474204,41.39043046357616,Vlaams-Brabant,329
64.37094520908872,63.376304054054046,Limburg,237
24.278125408133437,22.917753424657537,Limburg,229
73.59639778930779,72.68591216216215,Limburg,269
10.365007251423027,9.001439189189188,Antwerpen,253
56.729782979460204,55.66543835616438,Limburg,284
4.288140451880624,3.0177876712328766,Oost-Vlaanderen,219
2.5004920161449165,0.5924897959183674,West-Vlaanderen,318
21.26581434183939,20.001684563758392,Antwerpen,206
71.70256369487527,70.74768243243243,Vlaams-Brabant,294
3.554388468326305,1.6560000000000001,West-Vlaanderen,279
33.01996706803659,31.712219178082194,Vlaams-Brabant,111
6.0901382170290015,4.214881118881118,West-Vlaanderen,4414
37.595809162957806,35.868650349650345,Henegouwen,4416
43.52677661194429,42.341992805755396,Limburg,4417
4.719596847121441,3.453179856115108,Oost-Vlaanderen,4419
9.689530024436532,8.46844927536232,Oost-Vlaanderen,4428
6.2463430023043705,4.993853146853147,Oost-Vlaanderen,4431
10.617052398864319,8.783090277777779,West-Vlaanderen,4437
29.65270055276545,28.31423611111111,Vlaams-Brabant,4443
4.184785252585101,2.913489655172414,Oost-Vlaanderen,4444
10.786312479409318,8.953894366197183,West-Vlaanderen,4451
4.320895366258116,3.050841379310345,Oost-Vlaanderen,4381
22.01120964307767,20.630158620689656,Limburg,4459
12.929332486116353,11.589156462585034,Antwerpen,339
39.78646049758189,38.56755714285714,Limburg,4463
24.98069546150908,23.626732394366197,Limburg,4464
3.0184072485907048,1.7364718309859155,Oost-Vlaanderen,4467
20.240888453407123,18.816568493150687,Vlaams-Brabant,50
88.76063907892603,87.98848322147651,Limburg,362
21.124761455063148,19.735624161073826,Limburg,366
31.349369943397726,30.325872483221477,Oost-Vlaanderen,389
22.871935714716486,21.471616438356165,Vlaams-Brabant,386
16.412587893094575,14.631493243243241,West-Vlaanderen,379
7.785534867936768,6.247595890410959,Vlaams-Brabant,337
21.38728614094761,20.000543624161075,Limburg,391
41.16254782342771,39.95619727891156,Limburg,371
50.06794199117898,48.9157074829932,Vlaams-Brabant,338
6.269368852373045,5.017089041095891,Oost-Vlaanderen,335
36.14444808458786,34.89232191780822,Limburg,368
3.092358888667019,1.6624489795918367,Antwerpen,359
43.98318416788099,42.80256375838926,Limburg,381
21.9572425122353,20.548579310344827,Vlaams-Brabant,363
6.657877685608264,5.409141891891892,Oost-Vlaanderen,397
17.665956593586415,15.896295302013424,West-Vlaanderen,401
3.2961590298267893,1.3954149659863946,West-Vlaanderen,370
1.9810002181968538,0.540952380952381,Antwerpen,383
8.904826731112749,7.676587837837838,Oost-Vlaanderen,361
10.512198160726431,9.149972789115646,Antwerpen,426
58.076372561147956,56.99719178082192,Vlaams-Brabant,428
38.019954665663356,36.78493706293706,Limburg,4432
4.221751491029434,2.9507931034482757,Oost-Vlaanderen,434
4.302274252396335,2.883401315789474,Antwerpen,55
91.95823198384463,91.21524489795918,Limburg,6
30.843200604153413,29.515596026490062,Vlaams-Brabant,41
30.19866421912032,28.892300000000002,Limburg,5
19.88834822696947,18.61165306122449,Antwerpen,36
42.87714121964475,41.68643137254902,Limburg,22
24.642853523572935,23.258688741721855,Vlaams-Brabant,53
13.572269436300935,12.087117647058824,Vlaams-Brabant,84
25.101559714033947,23.87242,Antwerpen,30
28.454768900434875,27.132496688741718,Limburg,45
27.682494123909724,26.476897959183674,Antwerpen,31
35.05112029503766,33.912741496598635,Antwerpen,192
2.213333437816192,0.9240540540540539,Oost-Vlaanderen,227
63.164700416946395,62.431425675675676,Oost-Vlaanderen,107
42.58163829203904,41.66060273972603,Oost-Vlaanderen,180
40.664976217115324,39.426966887417215,Vlaams-Brabant,225
21.45824230616835,20.07214705882353,Limburg,283
21.303734161365067,19.889109589041094,Vlaams-Brabant,299
7.3715340597878845,5.5079659863945585,West-Vlaanderen,168
6.499428274029939,4.627904761904762,West-Vlaanderen,218
14.091948644226859,12.911027210884354,Oost-Vlaanderen,142
21.350149309991398,19.963068027210884,Limburg,316
29.806411588832407,28.46934931506849,Vlaams-Brabant,49
10.559175016036093,8.72468493150685,West-Vlaanderen,152
24.27291929510385,22.563527397260273,West-Vlaanderen,145
17.34676649127975,15.89604605263158,Vlaams-Brabant,226
27.862887193727953,26.50809589041096,Vlaams-Brabant,243
33.11658276781388,31.809716216216213,Vlaams-Brabant,256
17.411635545772057,15.96150684931507,Vlaams-Brabant,220
30.248014320355573,28.914980392156863,Vlaams-Brabant,175
24.528428577980996,23.14322,Vlaams-Brabant,267
24.727393598586232,23.343999999999998,Vlaams-Brabant,112
15.046156598967055,13.252597222222223,West-Vlaanderen,4457
22.887600224152706,21.487423841059602,Vlaams-Brabant,4
16.500495008727945,15.042054794520547,Vlaams-Brabant,144
40.64099335320526,39.42988513513513,Limburg,166
58.742705509784024,57.69672297297297,Limburg,205
4.215114171983821,2.944095238095238,Oost-Vlaanderen,196
